575,340,659,344,658,366,574,362
578,322,647,324,646,342,577,340
600,232,701,235,701,262,600,259
592,252,698,254,698,284,592,282
378,237,512,241,511,286,377,283
588,362,632,363,632,378,588,377
781,273,813,272,813,281,781,282
861,259,890,260,890,270,861,269
781,259,805,259,805,267,782,268
754,284,781,285,781,295,754,294
876,248,908,249,907,258,876,257
811,259,836,260,836,269,811,269
811,246,836,247,835,256,811,255
805,272,838,272,838,281,805,282
749,245,782,246,782,255,749,254
750,257,776,259,776,268,749,267
834,284,879,284,879,296,835,297
777,285,805,285,805,293,777,294
843,258,872,260,871,271,842,269
803,284,832,283,832,293,804,294
780,248,806,248,806,257,780,257
752,270,778,271,777,280,751,278
841,247,874,246,874,254,841,254
