195,160,292,160,292,201,195,201
556,229,610,228,610,248,556,250
244,236,287,240,286,253,243,249
218,394,249,393,250,403,219,405
231,224,274,225,274,237,231,235
259,376,299,372,300,384,260,388
232,195,277,197,277,211,232,209
257,391,291,388,292,400,258,402
912,225,966,222,967,237,913,240
229,408,256,405,257,418,230,420
208,237,242,239,242,250,208,248
260,406,286,404,287,415,260,417
826,225,852,225,852,239,826,239
634,227,659,229,658,248,633,246
239,379,268,376,269,386,240,389
221,379,239,378,240,388,222,389
