22,-18,149,49,134,79,7,12
758,89,843,54,860,96,775,131
265,242,340,241,340,256,266,257
257,201,334,202,334,217,257,216
218,269,279,267,280,281,219,283
267,225,331,225,331,239,267,239
222,285,273,286,273,300,221,299
90,276,134,274,134,288,91,290
279,283,319,283,320,297,279,297
283,266,330,266,330,279,283,280
252,187,304,185,304,199,252,200
86,252,127,248,129,263,87,267
822,53,877,31,896,79,841,101
210,312,262,311,262,327,211,329
220,245,260,245,260,258,220,258
262,309,304,308,305,324,263,325
227,229,265,227,266,240,228,242
211,188,251,186,252,200,212,203
301,185,341,185,341,198,302,199
88,294,125,291,126,304,89,306
217,205,249,204,250,217,218,219
43,260,80,270,77,282,40,273
90,312,119,309,121,334,92,337
120,307,146,305,148,328,122,330
147,303,174,303,174,324,147,325
300,308,322,308,321,324,299,324
