750,27,861,-16,875,21,763,64
710,238,962,276,947,395,695,357
1010,89,1107,66,1114,96,1017,119
938,104,1007,93,1011,123,942,134
1008,52,1076,33,1083,63,1015,81
942,216,1015,213,1016,239,943,242
1106,204,1252,192,1255,227,1109,239
987,170,1075,164,1077,198,989,203
1020,204,1107,204,1107,238,1020,239
953,410,1078,447,1069,477,944,440
1026,330,1111,343,1107,372,1022,360
1167,301,1268,309,1265,339,1165,331
994,283,1085,295,1081,328,990,316
938,185,985,182,987,204,939,208
973,327,1023,331,1020,359,970,354
935,70,981,62,985,91,940,99
1076,166,1124,160,1128,191,1079,197
946,291,991,294,989,318,944,314
982,57,1012,50,1018,81,989,87
843,152,890,171,874,215,827,197
