814,641,871,635,875,666,817,672
605,253,667,252,668,271,605,272
1009,166,1083,163,1084,185,1010,188
532,141,564,140,564,158,532,159
497,194,575,190,576,208,498,211
536,212,620,211,620,228,536,229
528,234,564,234,564,251,528,252
1036,192,1123,186,1125,208,1038,214
498,172,556,171,556,188,499,189
515,255,560,256,559,277,514,275
499,215,538,215,538,231,499,231
433,590,457,595,455,609,431,605
606,188,667,187,667,204,606,206
1084,163,1124,159,1126,182,1085,186
963,191,1034,190,1034,214,963,214
501,235,524,235,524,252,501,252
577,191,605,191,605,206,576,206
662,188,704,187,704,204,662,205
611,198,703,196,704,237,612,239
479,238,498,237,500,254,480,256
475,195,495,194,496,209,475,210
