223,89,354,102,350,138,220,125
90,187,177,190,177,206,89,203
96,375,182,366,184,383,97,393
122,475,215,460,217,476,125,491
94,116,203,125,199,162,91,153
89,74,182,81,180,119,86,113
298,368,369,358,371,372,300,382
102,530,150,521,153,536,105,546
208,126,318,136,315,169,205,159
100,497,142,489,144,503,102,511
92,416,138,409,140,423,94,430
98,451,152,442,155,456,101,465
93,341,165,334,166,351,95,357
91,305,135,302,136,317,92,319
165,298,227,295,228,311,166,314
168,331,234,326,235,344,169,348
92,258,156,253,157,265,92,270
154,441,192,436,194,450,155,455
286,333,369,320,371,334,288,347
90,270,139,267,140,280,91,283
293,341,363,332,364,344,295,353
89,225,132,224,132,238,89,238
183,264,223,264,223,278,183,278
151,405,193,400,195,415,153,420
282,405,343,392,345,405,285,418
128,222,191,223,191,238,128,237
277,254,364,257,363,270,277,266
333,394,372,388,373,401,334,406
335,224,365,225,364,236,334,235
134,266,182,265,183,279,135,280
100,484,144,475,146,487,103,496
320,139,356,138,357,168,320,169
141,301,163,300,165,315,142,316
255,409,281,406,283,417,256,421
