937,165,999,162,1000,185,939,188
162,448,214,451,213,469,161,467
152,256,205,253,206,272,153,275
217,139,318,129,321,152,219,162
164,350,202,351,201,370,163,369
321,134,379,129,380,142,322,148
1010,139,1058,136,1058,147,1010,150
1013,113,1044,110,1045,122,1014,125
1245,88,1268,85,1269,97,1246,100
1011,127,1050,122,1051,132,1013,137
1017,150,1051,148,1052,158,1017,161
455,118,488,115,489,129,456,132
431,121,466,117,467,132,433,136
379,128,410,125,411,138,380,141
1186,92,1212,91,1212,104,1187,105
408,124,431,122,432,135,409,137
1216,93,1244,89,1245,100,1217,104
