1004,117,1088,104,1092,133,1008,145
1105,42,1180,24,1184,43,1109,61
755,156,827,151,832,228,760,233
908,186,981,187,981,242,908,241
962,70,1008,59,1011,74,965,85
962,86,1015,72,1019,87,966,101
1178,140,1222,141,1222,151,1178,150
1112,23,1168,9,1172,26,1115,40
667,159,730,166,729,185,665,179
1152,87,1227,72,1234,105,1159,120
975,218,1004,217,1005,236,976,237
970,186,1004,185,1005,217,971,217
1041,151,1068,151,1068,161,1041,161
1175,343,1255,346,1254,358,1174,354
1161,143,1176,142,1176,152,1161,152
1133,143,1161,142,1161,152,1134,153
