602,178,715,175,716,201,603,204
604,224,644,225,644,243,604,243
588,136,717,132,718,168,589,172
642,246,708,248,707,271,642,269
900,137,1004,69,1033,116,930,184
642,370,694,370,694,379,642,380
592,252,643,251,643,272,593,273
595,281,672,278,673,303,595,306
637,381,692,382,692,392,637,392
606,411,662,412,661,424,606,423
678,278,719,280,718,304,677,302
666,115,699,118,698,130,665,127
666,412,713,410,714,421,667,423
596,122,626,117,628,130,598,135
242,120,296,159,277,187,223,149
624,117,651,116,652,126,624,128
605,371,642,371,642,381,605,381
